questionName,variableName,questionType,subType,questionText,choiceValue,choiceText,include_database,include_report,stratified,short_name,Sidsel,question_group,converted_binary,question_number,question_integer,sort_order
s_268,s_272,Closed,Single,"50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer giver mig vedvarende fysiske symptomer f.eks. hjertebanken, åndenød, træthed, koncentrationsbesvær eller irritabilitet",NA,,1,1,0,w,0,s_268,1,50.,50,244
cpr,cpr,Open,String,cpr,NA,,0,0,,,,,NA,NA,,245
lobnr,lobnr,Open,Double,LOBNR,NA,,0,0,,,,,NA,NA,,246
statoverall,stato_1,Closed,Multiple,Samlet status,1,Ny,0,0,,,,,NA,NA,,247
statoverall,stato_2,Closed,Multiple,Samlet status,2,Distribueret,0,0,,,,,NA,NA,,248
statoverall,stato_3,Closed,Multiple,Samlet status,3,Nogen svar,0,0,,,,,NA,NA,,249
statoverall,stato_4,Closed,Multiple,Samlet status,4,Gennemført,0,0,,,,,NA,NA,,250
statoverall,stato_5,Closed,Multiple,Samlet status,5,Frafaldet,0,0,,,,,NA,NA,,251
t_ils_hi_score,t_ils_hi_score,NA,NA,t_ils_hi_score,NA,NA,1,1,1,NA,,NA,NA,51,,252
hads_anxiety,hads_anxiety,NA,NA,hads_anxiety,NA,NA,1,1,1,NA,,NA,NA,52,,253
hads_depression,hads_depression,NA,NA,hads_depression,NA,NA,1,1,1,NA,,NA,NA,53,,254
who5,who5,NA,NA,who5,NA,NA,1,1,1,NA,,NA,NA,54,,255
hq_score_physical,hq_score_physical,NA,NA,hq_score_physical,NA,NA,1,1,1,NA,,NA,NA,55,,256
hq_score_emotional,hq_score_emotional,NA,NA,hq_score_emotional,NA,NA,1,1,1,NA,,NA,NA,56,,257
