"questionName" "variableName" "questionType" "subType" "questionText" "choiceValue" "choiceText" "include_database" "include_report" "stratified" "short_name" "Sidsel" "question_group" "converted_binary" "question_name_short" "question_number" "question_integer" "sort_order" "person_type"
"s_263" "s_263_5" "Closed" "Multiple" "25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds" "5" "Fordi kosttilskud og naturlægemidler ikke har bivirkninger" "1" "1" "0" "" "0" "" NA "Årsager til at tage kosttilskud/naturlægemidler" "25.1" "25" 185 "pat"
"s_263" "s_263_6" "Closed" "Multiple" "25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds" "6" "Jeg har fået det anbefalet af en læge, tandlæge eller sygeplejerske" "1" "1" "0" "" "0" "" NA "Årsager til at tage kosttilskud/naturlægemidler" "25.1" "25" 186 "pat"
"s_263" "s_263_7" "Closed" "Multiple" "25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds" "7" "Jeg har fået det anbefalet af familie, ven/veninde, kollega, nabo, en anden hjertepatient e.a." "1" "1" "0" "" "0" "" NA "Årsager til at tage kosttilskud/naturlægemidler" "25.1" "25" 187 "pat"
"s_263" "s_263_8" "Closed" "Multiple" "25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds" "8" "Andet" "1" "1" "0" "" "0" "" NA "Årsager til at tage kosttilskud/naturlægemidler" "25.1" "25" 188 "pat"
"s_3" "s_3" "Open" "String" "25.1 Jeg tager produkterne af følgende årsager... Sæt gerne flere kryds - Andet - skriv venligst:" NA "" "1" "0" "0" "" "0" "" NA "Årsager til at tage kosttilskud/naturlægemidler" "25.1" "25" 189 "pat"
"s_264" "s_264_1" "Closed" "Multiple" "25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om" "1" "Hvilken virkning du gerne vil opnå med kosttilskuddene/naturlægemidlerne" "1" "1" "0" "" "0" "" NA "Har ikke talt med lægen/hjertelægen om kosttilskud/naturlægemidler" "25.2" "25" 190 "pat"
"s_264" "s_264_2" "Closed" "Multiple" "25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om" "2" "Hvilke produkter og hvilken dosis, du med fordel kunne tage" "1" "1" "0" "" "0" "" NA "Har ikke talt med lægen/hjertelægen om kosttilskud/naturlægemidler" "25.2" "25" 191 "pat"
"s_264" "s_264_3" "Closed" "Multiple" "25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om" "3" "Hvordan produkterne påvirker den lægeordinerede medicin, du eventuelt får" "1" "1" "0" "" "0" "" NA "Har ikke talt med lægen/hjertelægen om kosttilskud/naturlægemidler" "25.2" "25" 192 "pat"
"s_264" "s_264_4" "Closed" "Multiple" "25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om" "4" "Hvordan du skal forholde dig i tilfælde af operation" "1" "1" "0" "" "0" "" NA "Har ikke talt med lægen/hjertelægen om kosttilskud/naturlægemidler" "25.2" "25" 193 "pat"
"s_264" "s_264_5" "Closed" "Multiple" "25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om" "5" "Hvordan du indberetter eventuelle bivirkninger eller allergiske reaktioner" "1" "1" "0" "" "0" "" NA "Har ikke talt med lægen/hjertelægen om kosttilskud/naturlægemidler" "25.2" "25" 194 "pat"
"s_264" "s_264_6" "Closed" "Multiple" "25.2 Har du talt med din egen læge eller hjertelægen om følgende i forbindelse med de kosttilskud eller naturlægemidler, du tager? Sæt kryds ved det, du har talt med lægen om" "6" "Nej, jeg har ikke talt med egen læge eller hjertelægen" "1" "1" "0" "" "0" "" NA "Har ikke talt med lægen/hjertelægen om kosttilskud/naturlægemidler" "25.2" "25" 195 "pat"
"s_130" "s_130" "Closed" "Single" "26. Hvordan synes du, at dit helbred er alt i alt?" NA "" "1" "1" "1" "" "0" "" NA "Dårligt helbred" "26." "26" 196 "pat"
"s_132" "s_132" "Closed" "Single" "27. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Er du vågnet flere gange og har haft svært ved at falde i søvn igen?" NA "" "1" "0" "0" "" "0" "" NA "Vågnet og svært ved at sove" "27." "27" 197 "pat"
"s_133" "s_133" "Closed" "Single" "27. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Har du følt, at du ikke var udhvilet, når du vågnede?" NA "" "1" "0" "0" "" "0" "" NA "Ikke udhvilet" "27." "27" 198 "pat"
"s_134" "s_134" "Closed" "Single" "27. Hvor ofte inden for de seneste fire uger... Sæt ét kryds i hver linje - Har du følt dig træt i løbet af dagen?" NA "" "1" "0" "0" "" "0" "" NA "Træt i løbet af dagen" "27." "27" 199 "pat"
"s_248" "s_248" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Ikke at få den rette behandling (f.eks. medicin)" NA "" "1" "1" "0" "Ikke at få den rette behandling" "0" "s_248" "1" "Bekymringer" "28." "28" 200 "pat"
"s_248" "s_249" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Om din hjertesygdom forværres" NA "" "1" "1" "0" "Om din hjertesygdom forværres" "0" "s_248" "1" "Bekymringer" "28." "28" 201 "pat"
"s_248" "s_250" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - At dine nærmeste bekymrer sig" NA "" "1" "1" "0" "At dine nærmeste bekymrer sig" "0" "s_248" "1" "Bekymringer" "28." "28" 202 "pat"
"s_248" "s_251" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - At være en byrde for din familie" NA "" "1" "1" "0" "At være en byrde for din familie" "0" "s_248" "1" "Bekymringer" "28." "28" 203 "pat"
"s_248" "s_252" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan det skal gå din familie i fremtiden" NA "" "1" "1" "0" "Hvordan det skal gå din familie i fremtiden" "0" "s_248" "1" "Bekymringer" "28." "28" 204 "pat"
"s_248" "s_253" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan du får talt med dine nærmeste om din sygdom" NA "" "1" "1" "0" "Hvordan du får talt med dine nærmeste om din sygdom" "0" "s_248" "1" "Bekymringer" "28." "28" 205 "pat"
"s_248" "s_254" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvordan du skal komme tilbage på arbejde igen" NA "" "1" "1" "0" "Hvordan du skal komme tilbage på arbejde igen" "0" "s_248" "1" "Bekymringer" "28." "28" 206 "pat"
"s_248" "s_255" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Ikke at have nogen at snakke med" NA "" "1" "1" "0" "Ikke at have nogen at snakke med" "0" "s_248" "1" "Bekymringer" "28." "28" 207 "pat"
"s_248" "s_256" "Closed" "Single" "28. Er du i forbindelse med din hjertesygdom bekymret for følgende? Sæt ét kryds i hver linje - Hvor længe du kan leve med din hjertesygdom" NA "" "1" "1" "0" "Hvor længe du kan leve med din hjertesygdom" "0" "s_248" "1" "Bekymringer" "28." "28" 208 "pat"
"s_143" "s_143" "Closed" "Single" "29. Hvor ofte sker det, at du? Sæt ét kryds i hver linje - Føler dig isoleret fra andre?" NA "" "0" "0" "0" "" "0" "" NA "Ensomhed" "29." "29" 209 "pat"
"s_145" "s_145" "Closed" "Single" "29. Hvor ofte sker det, at du? Sæt ét kryds i hver linje - Savner nogen at være sammen med?" NA "" "0" "0" "0" "" "0" "" NA "Ensomhed" "29." "29" 210 "pat"
"s_144" "s_144" "Closed" "Single" "29. Hvor ofte sker det, at du? Sæt ét kryds i hver linje - Føler dig holdt udenfor?" NA "" "0" "0" "0" "" "0" "" NA "Ensomhed" "29." "29" 211 "pat"
"s_243" "s_243" "Closed" "Single" "30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg været glad og i godt humør" NA "" "0" "0" "0" "" "0" "" NA "Trivsel" "30." "30" 212 "pat"
"s_244" "s_244" "Closed" "Single" "30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg følt mig rolig og afslappet" NA "" "0" "0" "0" "" "0" "" NA "Trivsel" "30." "30" 213 "pat"
"s_245" "s_245" "Closed" "Single" "30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har jeg følt mig aktiv og energisk" NA "" "0" "0" "0" "" "0" "" NA "Trivsel" "30." "30" 214 "pat"
"s_246" "s_246" "Closed" "Single" "30. I de seneste 2 uger... Sæt ét kryds i hver linje - Er jeg vågnet frisk og udhvilet" NA "" "0" "0" "0" "" "0" "" NA "Trivsel" "30." "30" 215 "pat"
"s_247" "s_247" "Closed" "Single" "30. I de seneste 2 uger... Sæt ét kryds i hver linje - Har min dagligdag været fyldt med ting, der interesserer mig" NA "" "0" "0" "0" "" "0" "" NA "Trivsel" "30." "30" 216 "pat"
"s_257" "s_257" "Closed" "Single" "31. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Følt dig trist til mode, ked af det?" NA "" "0" "0" "0" "" "0" "" NA "" "31." "31" 217 "pat"
"s_258" "s_258" "Closed" "Single" "31. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Manglet interesse for dine daglige gøremål?" NA "" "0" "0" "0" "" "0" "" NA "" "31." "31" 218 "pat"
"s_259" "s_259" "Closed" "Single" "32. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Været nervøs, anspændt eller følt indre uro?" NA "" "0" "0" "0" "" "0" "" NA "" "32." "32" 219 "pat"
"s_260" "s_260" "Closed" "Single" "32. Hvor stor en del af tiden i de seneste 2 uger har du... Sæt ét kryds i hver linje - Været meget bekymret over selv de mindste ting i din dagligdag?" NA "" "0" "0" "0" "" "0" "" NA "" "32." "32" 220 "pat"
"s_146" "s_146" "Closed" "Single" "33. Jeg har følt mig anspændt eller stresset" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på angst" "33." "33" 221 "pat"
"s_147" "s_147" "Closed" "Single" "34. Jeg har fortsat fundet glæde ved det, jeg plejede at glæde mig over" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på depression" "34." "34" 222 "pat"
"s_148" "s_148" "Closed" "Single" "35. Jeg har haft en slags forskrækket følelse, som om noget frygteligt var ved at ske" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på angst" "35." "35" 223 "pat"
"s_149" "s_149" "Closed" "Single" "36. Jeg har kunnet le og se det morsomme i mange ting" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på depression" "36." "36" 224 "pat"
"s_150" "s_150" "Closed" "Single" "37. Jeg har haft bekymrende tanker, der er faret igennem hovedet på mig" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på angst" "37." "37" 225 "pat"
"s_151" "s_151" "Closed" "Single" "38. Jeg har følt mig i godt humør" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på depression" "38." "38" 226 "pat"
"s_152" "s_152" "Closed" "Single" "39. Jeg har kunnet sidde behageligt og føle mig afslappet" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på angst" "39." "39" 227 "pat"
"s_153" "s_153" "Closed" "Single" "40. Jeg har følt det, som om jeg fungerede langsommere" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på depression" "40." "40" 228 "pat"
"s_154" "s_154" "Closed" "Single" "41. Jeg har haft en slags forskrækket følelse, som om jeg havde \"\"sommerfulge\"\" i maven" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på angst" "41." "41" 229 "pat"
"s_155" "s_155" "Closed" "Single" "42. Jeg har mistet interessen for mit udseende" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på depression" "42." "42" 230 "pat"
"s_156" "s_156" "Closed" "Single" "43. Jeg har følt mig rastløs, som om jeg skulle bevæge mig hele tiden" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på angst" "43." "43" 231 "pat"
"s_157" "s_157" "Closed" "Single" "44. Jeg har med glæde set frem til det, jeg skulle lave" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på depression" "44." "44" 232 "pat"
"s_158" "s_158" "Closed" "Single" "45. Jeg er pludselig blevet grebet af panik" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på angst" "45." "45" 233 "pat"
"s_159" "s_159" "Closed" "Single" "46. Jeg har kunnet glæde mig over en god bog eller et godt radio- eller TV-program" NA "" "0" "0" "0" "" "0" "" NA "Symptomer på depression" "46." "46" 234 "pat"
"s_127" "s_127" "Closed" "Single" "47. Oplever du på grund af din hjertesygdom følgende?  Sæt ét kryds i hver linje - Manglende eller nedsat lyst til sex" NA "" "1" "1" "0" "Manglende eller nedsat lyst til sex" "0" "s_127" "1" "Nedsat lyst til sex" "47." "47" 235 "pat"
"s_127" "s_129" "Closed" "Single" "47. Oplever du på grund af din hjertesygdom følgende?  Sæt ét kryds i hver linje - Nervøsitet for at have sex" NA "" "1" "1" "0" "Nervøsitet for at have sex" "0" "s_127" "1" "Nervøs for sex" "47." "47" 236 "pat"
"s_127" "s_128" "Closed" "Single" "47. Oplever du på grund af din hjertesygdom følgende?  Sæt ét kryds i hver linje - Fysiske problemer i forhold til at have sex (f.eks. problemer med at få rejsning, manglende orgasmefølelse eller manglende evne til at blive fugtig)?" NA "" "1" "1" "0" "Fysiske problemer i forhold til at have sex" "0" "s_127" "1" "Fysiske udfordringer ved sex" "47." "47" 237 "pat"
"s_266" "s_266" "Closed" "Single" "48. Har du under corona-pandemien fået den nødvendige information, så du vidste, hvad du skulle gøre, i forhold til at beskytte dig mod smitte med corona-virus? F.eks. fra myndighederne, sundhedsvæsenet eller Hjerteforeningen." NA "" "1" "1" "1" "" "0" "" NA "Utilstrækkelig information i fht. at undgå coronasmitte" "48." "48" 238 "pat"
"s_267" "s_267" "Closed" "Single" "49. Har du som følge af corona-pandemien fået udskudt behandling (indlæggelse, ambulant behandling, kontrol eller samtale) på hospital?" NA "" "1" "1" "1" "" "0" "" NA "Udskudt behandling pga. corona" "49." "49" 239 "pat"
"s_268" "s_268" "Closed" "Single" "50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Bekymringer som følge af corona-pandemien er begyndt at styre mit liv" NA "" "1" "1" "0" "Bekymringer er begyndt at styre mit liv" "0" "s_268" "1" "Bekymringer pga. corona" "50." "50" 240 "pat"
"s_268" "s_269" "Closed" "Single" "50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Jeg undgår nødvendig kontakt med læge eller sygehus" NA "" "1" "1" "0" "Jeg undgår nødvendig kontakt med læge eller sygehus" "0" "s_268" "1" "Bekymringer pga. corona" "50." "50" 241 "pat"
"s_268" "s_270" "Closed" "Single" "50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer påvirker andre f.eks. partner eller børn" NA "" "1" "1" "0" "Mine bekymringer påvirker andre" "0" "s_268" "1" "Bekymringer pga. corona" "50." "50" 242 "pat"
"s_268" "s_271" "Closed" "Single" "50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer påvirker min søvn og evnen til at fungere" NA "" "1" "1" "0" "Mine bekymringer påvirker min søvn og evnen til at fungere" "0" "s_268" "1" "Bekymringer pga. corona" "50." "50" 243 "pat"
"s_268" "s_272" "Closed" "Single" "50. I hvor høj grad oplever du følgende som følge af corona-pandemien? Sæt ét kryds i hver linje - Mine bekymringer giver mig vedvarende fysiske symptomer f.eks. hjertebanken, åndenød, træthed, koncentrationsbesvær eller irritabilitet" NA "" "1" "1" "0" "w" "0" "s_268" "1" "Bekymringer pga. corona" "50." "50" 244 "pat"
"cpr" "cpr" "Open" "String" "cpr" NA "" "0" "0" NA "" NA "" NA "" NA "" 245 "pat"
"lobnr" "lobnr" "Open" "Double" "LOBNR" NA "" "0" "0" NA "" NA "" NA "" NA "" 246 "pat"
"statoverall" "stato_1" "Closed" "Multiple" "Samlet status" "1" "Ny" "0" "0" NA "" NA "" NA "" NA "" 247 "pat"
"statoverall" "stato_2" "Closed" "Multiple" "Samlet status" "2" "Distribueret" "0" "0" NA "" NA "" NA "" NA "" 248 "pat"
"statoverall" "stato_3" "Closed" "Multiple" "Samlet status" "3" "Nogen svar" "0" "0" NA "" NA "" NA "" NA "" 249 "pat"
"statoverall" "stato_4" "Closed" "Multiple" "Samlet status" "4" "Gennemført" "0" "0" NA "" NA "" NA "" NA "" 250 "pat"
"statoverall" "stato_5" "Closed" "Multiple" "Samlet status" "5" "Frafaldet" "0" "0" NA "" NA "" NA "" NA "" 251 "pat"
"t_ils_hi_score" "t_ils_hi_score" NA NA "t_ils_hi_score" NA NA "1" "1" "1" NA NA NA NA "t_ils_hi_score" "51." NA 252 "pat"
"hads_anxiety" "hads_anxiety" NA NA "hads_anxiety" NA NA "1" "1" "1" NA NA NA NA "hads_anxiety" "52." NA 253 "pat"
"hads_depression" "hads_depression" NA NA "hads_depression" NA NA "1" "1" "1" NA NA NA NA "hads_depression" "53." NA 254 "pat"
"who5" "who5" NA NA "who5" NA NA "1" "1" "1" NA NA NA NA "who5" "54." NA 255 "pat"
"hq_score_physical" "hq_score_physical" NA NA "hq_score_physical" NA NA "1" "1" "1" NA NA NA NA "hq_score_physical" "55." NA 256 "pat"
"hq_score_emotional" "hq_score_emotional" NA NA "hq_score_emotional" NA NA "1" "1" "1" NA NA NA NA "hq_score_emotional" "56." NA 257 "pat"
"s_80" "s_80" "Open" "Double" "1. Hvor gammel er du (i antal år)?" NA "" "0" "0" "0" NA NA "" NA "Alder" "1." "1" 1 "paar"
"s_3" "s_3" "Closed" "Single" "2. Hvad er din relation til den hjertesyge?" NA "" "1" "1" "0" NA NA "" NA "Relation" "2." "2" 2 "paar"
"s_4" "s_4" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - Praktisk hjælp (transport, indkøb, madlavning, oprydning, rengøring o.l.)" NA "" "1" "1" "0" NA NA "s_4" "1" "Hjalp med praktiske opgaver" "3." "3" 3 "paar"
"s_4" "s_5" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - Personlig pleje" NA "" "1" "1" "0" NA NA "s_4" "1" "Hjalp med personlig pleje" "3." "3" 4 "paar"
"s_4" "s_6" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - Psykisk støtte (samtaler, samvær, ledsagelse til behandling m.v.)" NA "" "1" "1" "0" NA NA "s_4" "1" "Hjalp med psykisk støtte" "3." "3" 5 "paar"
"s_4" "s_7" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - Sunde vaner (sund mad, motion, rygestop eller et lavere indtag af alkohol)" NA "" "1" "1" "0" NA NA "s_4" "1" "Hjalp med sunde vaner" "3." "3" 6 "paar"
"s_4" "s_8" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - At deltage i patientsamtaler, undersøgelser eller behandling fx på sygehus, hos egen læge eller i kommunen" NA "" "1" "1" "0" NA NA "s_4" "1" "Deltog i samtaler, undersøgelser eller behandling" "3." "3" 7 "paar"
"s_4" "s_9" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - At holde styr på den hjertesyges aftaler og undersøgelser" NA "" "1" "1" "0" NA NA "s_4" "1" "Holdt styr på aftaler/undersøgelser" "3." "3" 8 "paar"
"s_4" "s_10" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - At holde styr på medicin" NA "" "1" "1" "0" NA NA "s_4" "1" "Holdt styr på medicin" "3." "3" 9 "paar"
"s_4" "s_104" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - At tilse, overvåge eller være i nærheden af den hjertesyge" NA "" "1" "1" "0" NA NA "s_4" "1" "Overvågede eller tilså hjertepatienten" "3." "3" 10 "paar"
"s_4" "s_107" "Closed" "Single" "3. Hvilke opgaver hjalp du den hjertesyge med i forbindelse med hjertesygdommen? Sæt ét kryds i hver linje - At holde familie og venner orienteret om sygdommen" NA "" "1" "1" "0" NA NA "s_4" "1" "Holdt familie/venner orienteret" "3." "3" 11 "paar"
"s_114" "s_114" "Closed" "Single" "3.1  I hvor høj grad var opgaverne en fysisk eller psykisk belastning for dig?" NA "" "1" "1" "1" NA NA "" NA "Belastende opgaver" "3.1" "3" 12 "paar"
"s_171" "s_171" "Closed" "Single" "4. Var du og den hjertesyge enige om din rolle i behandlingsforløbet? Fx om du skulle med til samtaler eller hjælpe med medicin, sund livsstil etc." NA "" "1" "1" "1" NA NA "" NA "Uenighed om pårørenderollen" "4." "4" 13 "paar"
"s_109" "s_109" "Closed" "Single" "4.1 Hvis du og den hjertesyge ikke var enige om din rolle i behandlingsforløbet, i hvilken retning gik uoverensstemmelserne da ?" NA "" "1" "1" "0" NA NA "" NA "Retning på uenighed mellem patient og pårørende" "4.1" "4" 14 "paar"
"s_195" "s_195" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Var psykisk belastende for dig?" NA "" "1" "1" "0" NA NA "s_195" "1" "Hjertesygdom psykisk belastende" "5." "5" 15 "paar"
"s_195" "s_196" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Havde negativ betydning for dit eget fysiske helbred?" NA "" "1" "1" "0" NA NA "s_195" "1" "Negativ betydning for eget helbred" "5." "5" 16 "paar"
"s_195" "s_197" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Gjorde at du ikke havde tid eller overskud til din (øvrige) familie?" NA "" "1" "1" "0" NA NA "s_195" "1" "Ikke tid/overskud til (øvrig) familie" "5." "5" 17 "paar"
"s_195" "s_198" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Gjorde at du ikke havde tid eller overskud til dine (øvrige) venner/bekendte?" NA "" "1" "1" "0" NA NA "s_195" "1" "Ikke tid/overskud til venner/bekendte" "5." "5" 18 "paar"
"s_195" "s_199" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Gjorde at du ikke havde tid eller overskud til dine egne aktiviteter?" NA "" "1" "1" "0" NA NA "s_195" "1" "Ikke tid/overskud til egne aktiviteter" "5." "5" 19 "paar"
"s_195" "s_200" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Gav dig et tættere forhold til den hjertesyge?" NA "" "1" "1" "0" NA NA "s_195" "1" "Tættere forhold til hjertepatient" "5." "5" 20 "paar"
"s_195" "s_201" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Gav flere konflikter med den hjertesyge?" NA "" "1" "1" "0" NA NA "s_195" "1" "Flere konflikter med hjertepatient" "5." "5" 21 "paar"
"s_195" "s_202" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Gjorde at dine drømme om fremtiden er bristet?" NA "" "1" "1" "0" NA NA "s_195" "1" "Drømme om fremtiden brast" "5." "5" 22 "paar"
"s_195" "s_203" "Closed" "Single" "5. Synes du, at den hjertesyges sygdom... Sæt ét kryds i hver linje - Gav dig øget opmærksomhed på de vigtige ting i livet?" NA "" "1" "1" "0" NA NA "s_195" "1" "Øget opmærksomhed på vigtige ting i livet" "5." "5" 23 "paar"
"s_204" "s_204" "Closed" "Single" "6. Oplevede du, at folk kunne have svært ved at sætte sig ind i din situation som pårørende og hjertesygdommens konsekvenser?" NA "" "1" "1" "1" NA NA "" NA "Folk forstod ikke den pårørendes situation" "6." "6" 24 "paar"
"s_205" "s_205" "Closed" "Single" "7. Oplevede du, at folk undlod at spørge til, hvordan du havde det? Her tænkes på, hvordan du havde det i din rolle som pårørende." NA "" "1" "0" "0" NA NA "" NA "Folk spurgte ikke til den pårørende" "7." "7" 25 "paar"
"s_206" "s_206" "Closed" "Single" "8. Fik du tilstrækkelig hjælp fra familie, venner eller andre i din omgangskreds? Her tænkes både på praktisk hjælp og psykisk støtte ift. hjertesygdommen." NA "" "1" "0" "0" NA NA "" NA "Utilstrækkelig hjælp fra omgangskreds" "8." "8" 26 "paar"
"s_50" "s_50" "Closed" "Single" "9. Fik du alt i alt den information fra sundhedspersonale om hjertesygdommen, som du havde brug for?" NA "" "1" "1" "1" NA NA "" NA "Utilstrækkelig information om hjertesygdommen" "9." "9" 27 "paar"
"s_164" "s_164" "Closed" "Single" "10. Synes du, at du samlet set fik den hjælp i sundhedsvæsenet, som du havde behov for... Sæt ét kryds i hver linje - Til at støtte den hjertesyge, så han/hun kan leve bedst muligt med hjertesygdommen" NA "" "1" "0" "0" NA NA "" NA "Utilstrækkelig hjælp til at støtte hjertepatienten" "10." "10" 28 "paar"
"s_165" "s_165" "Closed" "Single" "10. Synes du, at du samlet set fik den hjælp i sundhedsvæsenet, som du havde behov for... Sæt ét kryds i hver linje - Til selv at leve bedst muligt som pårørende til en hjertesyg" NA "" "1" "0" "0" NA NA "" NA "Utilstrækkelig hjælp til leve som pårørende" "10." "10" 29 "paar"
"s_51" "s_51" "Closed" "Single" "11. Oplevede du, at sundhedspersonalet på sygehuset var interesseret i din erfaring og viden om den hjertesyge?" NA "" "1" "1" "1" NA NA "" NA "Sundhedspersonale ikke interesseret i pårørendes viden" "11." "11" 30 "paar"
"s_52" "s_52" "Closed" "Single" "12. Tog sundhedspersonalet hensyn til dine muligheder for at deltage ved stuegang, undersøgelser eller samtaler med sundhedspersonalet vedrørende den hjertesyges sygdom?  Fx ved at lægge aftaler på tidspunkter, hvor du også havde mulighed for at komme med?" NA "" "1" "0" "0" NA NA "" NA "Intet hensyn til pårørendes muligheder" "12." "12" 31 "paar"
"s_53" "s_53" "Closed" "Single" "13. Brugte sundhedspersonalet på sygehusene et sprog, som var til at forstå (ikke fagsprog, men forståeligt dansk)?" NA "" "1" "0" "0" NA NA "" NA "Uforståeligt sprog" "13." "13" 32 "paar"
"s_54" "s_54" "Closed" "Single" "14. Opfordrede sundhedspersonalet dig til at stille spørgsmål eller tale om bekymringer?" NA "" "1" "0" "0" NA NA "" NA "Opfordret til at tale om bekymringer" "14." "14" 33 "paar"
"s_172" "s_172" "Closed" "Single" "15. Udviste sundhedspersonalet interesse for, hvordan du havde det? " NA "" "1" "1" "1" NA NA "" NA "Ikke interesse for den pårørendes velbefindende" "15." "15" 34 "paar"
"s_173" "s_173" "Closed" "Single" "16. Inddrog sundhedspersonalet dig i den hjertesyges sygdom/behandling/pleje på den måde, du ønskede at blive inddraget?" NA "" "1" "1" "1" NA NA "" NA "Blev ikke inddraget som ønsket" "16." "16" 35 "paar"
