"strat_level" "count" "percent" "strat" "item" "response" "mean" "patient_data" "Kon" "Alder"
"Sjælland" 87 32 "Region" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Sjælland" 15 13 "Region" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Sjælland" 0 0 "Region" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Sjælland" 46 16.9 "Region" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Sjælland" 82 35.8 "Region" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Sjælland" 76 27.8 "Region" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Sjælland" 12 4.5 "Region" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Sjælland" 15 5.5 "Region" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Sjælland" 10 3.7 "Region" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Sjælland" 163 61.7 "Region" "who5" "WHO-1 <50" NA FALSE NA NA
"Syddanmark" 87 33.6 "Region" "s_114" "I nogen grad/i høj grad" NA FALSE NA NA
"Syddanmark" 19 7 "Region" "s_171" "I mindre grad / Slet ikke" NA FALSE NA NA
"Syddanmark" 58 21.6 "Region" "s_204" "I nogen grad/i høj grad" NA FALSE NA NA
"Syddanmark" 41 15.2 "Region" "s_50" "I mindre grad / Slet ikke" NA FALSE NA NA
"Syddanmark" 119 44.1 "Region" "s_51" "I mindre grad / Slet ikke" NA FALSE NA NA
"Syddanmark" 163 60.4 "Region" "s_172" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Syddanmark" 86 31.9 "Region" "s_173" "Kun nogle gange / Sjældent/aldrig" NA FALSE NA NA
"Syddanmark" 75 28 "Region" "s_92" "I nogen grad/i høj grad" NA FALSE NA NA
"Syddanmark" 13 11.1 "Region" "s_112" "Ja, én enkelt gang / flere gange / jeg har været langtidssygemeldt (mere end 30 dage)" NA FALSE NA NA
"Syddanmark" 5 4.3 "Region" "s_25" "I nogen grad/i høj grad" NA FALSE NA NA
"Syddanmark" 54 20.1 "Region" "s_207" "Mindre godt / Dårligt" NA FALSE NA NA
"Syddanmark" 66 30.3 "Region" "s_48" "I nogen grad/i høj grad" NA FALSE NA NA
"Syddanmark" 93 34.4 "Region" "s_208" "I mindre grad / Slet ikke" NA FALSE NA NA
"Syddanmark" 13 4.9 "Region" "t_ils_hi_score" "T-ILS score >=7" NA FALSE NA NA
"Syddanmark" 23 8.7 "Region" "hads_anxiety" "HADS anxiety >=11" NA FALSE NA NA
"Syddanmark" 9 3.4 "Region" "hads_depression" "HADS depression >=11" NA FALSE NA NA
"Syddanmark" 159 63.1 "Region" "who5" "WHO-1 <50" NA FALSE NA NA
NA 3176.24047914779 33.9450729843731 "non_stratified" "s_1" "Åreforsnævring i hjertet" NA TRUE NA NA
NA 1515.8733429349 16.2004204652656 "non_stratified" "s_1" "Hjertesvigt" NA TRUE NA NA
NA 3875.01063202033 41.4129596240283 "non_stratified" "s_1" "Atrieflimren/-flagren" NA TRUE NA NA
NA 1967.5922114695 21.0280240618735 "non_stratified" "s_1" "Hjerteklapsygdom" NA TRUE NA NA
NA 888.736098554746 9.49808804696747 "non_stratified" "s_1" "Anden hjertesygdom" NA TRUE NA NA
NA 4941.65804806285 53.8133630173282 "non_stratified" "s_7" "Ja, på alle afdelinger" NA TRUE NA NA
NA 1450.51933784016 15.7957760192342 "non_stratified" "s_7" "Ja, på nogle afdelinger" NA TRUE NA NA
NA 2790.77972917566 30.3908609634376 "non_stratified" "s_7" "Nej, på ingen afdelinger" NA TRUE NA NA
NA 853.560023452177 9.27737134588841 "non_stratified" "s_9" "I mindre grad" NA TRUE NA NA
NA 4126.43587764135 44.8503642626612 "non_stratified" "s_9" "Ja, i høj grad" NA TRUE NA NA
NA 3030.63924209154 32.9401153894133 "non_stratified" "s_9" "Ja, i nogen grad" NA TRUE NA NA
NA 697.424421168225 7.58032846325238 "non_stratified" "s_9" "Jeg har ikke været indlagt på grund af min hjertesygdom" NA TRUE NA NA
NA 419.598194800929 4.56062627381324 "non_stratified" "s_9" "Nej, slet ikke" NA TRUE NA NA
NA 72.793442257062 0.79119426497144 "non_stratified" "s_9" "Ved ikke" NA TRUE NA NA
NA 5295.24424706207 57.5773983342288 "non_stratified" "s_10" "Ja" NA TRUE NA NA
NA 3465.72659884725 37.6842902024915 "non_stratified" "s_10" "Nej" NA TRUE NA NA
NA 435.770236978639 4.73831146327976 "non_stratified" "s_10" "Ved ikke" NA TRUE NA NA
NA 499.207215501669 9.49055211112659 "non_stratified" "s_11" "I mindre grad" NA TRUE NA NA
NA 2528.17008842641 48.063668202172 "non_stratified" "s_11" "Ja, i høj grad" NA TRUE NA NA
NA 1633.97561687449 31.0639154617863 "non_stratified" "s_11" "Ja, i nogen grad" NA TRUE NA NA
NA 242.472741796924 4.60970939540387 "non_stratified" "s_11" "Jeg blev ikke behandlet ambulant" NA TRUE NA NA
NA 272.924673742913 5.18863862167209 "non_stratified" "s_11" "Nej, slet ikke" NA TRUE NA NA
NA 83.2936490481261 1.58351620783912 "non_stratified" "s_11" "Ved ikke" NA TRUE NA NA
NA 473.242858063763 8.99145947052124 "non_stratified" "s_12" "I mindre grad" NA TRUE NA NA
NA 2623.01990510622 49.8365200134838 "non_stratified" "s_12" "Ja, i høj grad" NA TRUE NA NA
NA 1578.02353185732 29.9819308172467 "non_stratified" "s_12" "Ja, i nogen grad" NA TRUE NA NA
NA 441.833578971169 8.39469344405688 "non_stratified" "s_12" "Nej, slet ikke" NA TRUE NA NA
NA 147.128652175771 2.79539625469133 "non_stratified" "s_12" "Ved ikke" NA TRUE NA NA
NA 1009.90203891661 11.0439760472928 "non_stratified" "s_227" "I mindre grad" NA TRUE NA NA
NA 4225.14407008275 46.2048675101328 "non_stratified" "s_227" "Ja, i høj grad" NA TRUE NA NA
NA 2659.66282275223 29.0852492384919 "non_stratified" "s_227" "Ja, i nogen grad" NA TRUE NA NA
NA 712.18259196492 7.78820834483821 "non_stratified" "s_227" "Nej, slet ikke" NA TRUE NA NA
NA 537.478534602919 5.8776988592443 "non_stratified" "s_227" "Ved ikke" NA TRUE NA NA
NA 605.384835098495 6.46986037296671 "non_stratified" "s_17" "Astma" NA TRUE NA NA
NA 445.527840008154 4.76143892281878 "non_stratified" "s_17" "Allergi (ikke astma)" NA TRUE NA NA
NA 1338.28332307639 14.3024828799444 "non_stratified" "s_17" "Sukkersyge (diabetes)" NA TRUE NA NA
NA 3778.21217063106 40.3784564564611 "non_stratified" "s_17" "Forhøjet blodtryk" NA TRUE NA NA
NA 554.956825160537 5.93092684792708 "non_stratified" "s_17" "Hjerneblødning, blodprop i hjernen" NA TRUE NA NA
NA 490.153439302794 5.23836100569407 "non_stratified" "s_17" "Kronisk bronkitis, for store lunger, rygerlunger (emfysem, KOL)" NA TRUE NA NA
NA 1599.78203991343 17.0971683222553 "non_stratified" "s_17" "Slidgigt" NA TRUE NA NA
NA 329.237642291155 3.51862394240841 "non_stratified" "s_17" "Leddegigt" NA TRUE NA NA
NA 424.16097534318 4.53308726454184 "non_stratified" "s_17" "Knogleskørhed (Osteoporose)" NA TRUE NA NA
NA 646.680913501854 6.91119924657319 "non_stratified" "s_17" "Kræft" NA TRUE NA NA
NA 293.039822377629 3.13177110588468 "non_stratified" "s_17" "Migræne eller hyppig hovedpine" NA TRUE NA NA
NA 496.032890142862 5.30119579077549 "non_stratified" "s_17" "Angst" NA TRUE NA NA
NA 549.377340657198 5.8712978588992 "non_stratified" "s_17" "Depression" NA TRUE NA NA
NA 629.318838207107 6.72564751744263 "non_stratified" "s_17" "Diskusprolaps eller andre rygsygdomme" NA TRUE NA NA
NA 1065.78121553807 11.3902021538748 "non_stratified" "s_17" "Anden længerevarende sygdom:" NA TRUE NA NA
NA 2479.42729074301 26.4981007881053 "non_stratified" "s_17" "Jeg har ikke haft andre længerevarende sygdomme" NA TRUE NA NA
NA 446.089747297588 6.74071186481252 "non_stratified" "s_18" "I mindre grad" NA TRUE NA NA
NA 1174.1839027615 17.7426973221519 "non_stratified" "s_18" "Ikke relevant - det var ikke nødvendigt eller relevant at tage hensyn til andre sygdomme" NA TRUE NA NA
NA 2105.31590952227 31.8127193383538 "non_stratified" "s_18" "Ja, i høj grad" NA TRUE NA NA
NA 1146.60841371381 17.3260133985068 "non_stratified" "s_18" "Ja, i nogen grad" NA TRUE NA NA
NA 663.91680767754 10.0322231790165 "non_stratified" "s_18" "Nej, slet ikke" NA TRUE NA NA
NA 1081.72850092516 16.3456348971585 "non_stratified" "s_18" "Ved ikke" NA TRUE NA NA
NA 875.069646210211 9.62755272268255 "non_stratified" "s_162" "I mindre grad" NA TRUE NA NA
NA 2930.89523717816 32.2458315664322 "non_stratified" "s_162" "Ja, i høj grad" NA TRUE NA NA
NA 1836.73053642743 20.2077859212684 "non_stratified" "s_162" "Ja, i meget høj grad" NA TRUE NA NA
NA 2082.32384524641 22.9098137418344 "non_stratified" "s_162" "Ja, i nogen grad" NA TRUE NA NA
NA 733.359797849596 8.06845506420037 "non_stratified" "s_162" "Nej, slet ikke" NA TRUE NA NA
NA 630.843000225221 6.94056098358207 "non_stratified" "s_162" "Ved ikke" NA TRUE NA NA
NA 974.835948442858 10.7554440087407 "non_stratified" "s_164" "I mindre grad" NA TRUE NA NA
NA 2670.51045006712 29.4639581832547 "non_stratified" "s_164" "Ja, i høj grad" NA TRUE NA NA
NA 1914.00534821385 21.1173760959749 "non_stratified" "s_164" "Ja, i meget høj grad" NA TRUE NA NA
NA 2006.11673873344 22.1336485312326 "non_stratified" "s_164" "Ja, i nogen grad" NA TRUE NA NA
NA 918.796661571137 10.1371580159013 "non_stratified" "s_164" "Nej, slet ikke" NA TRUE NA NA
NA 579.3862247851 6.39241516489588 "non_stratified" "s_164" "Ved ikke/havde ikke behov" NA TRUE NA NA
NA 598.683404398542 6.61737952053093 "non_stratified" "s_165" "I mindre grad" NA TRUE NA NA
NA 3593.165380226 39.7160482924624 "non_stratified" "s_165" "Ja, i høj grad" NA TRUE NA NA
NA 1818.07552268479 20.0955891581454 "non_stratified" "s_165" "Ja, i meget høj grad" NA TRUE NA NA
NA 1855.52515542584 20.5095281965943 "non_stratified" "s_165" "Ja, i nogen grad" NA TRUE NA NA
NA 499.665093084656 5.52290831816924 "non_stratified" "s_165" "Nej, slet ikke" NA TRUE NA NA
NA 682.022646165943 7.53854651409778 "non_stratified" "s_165" "Ved ikke" NA TRUE NA NA
NA 267.110854919025 2.95421998674839 "non_stratified" "s_166" "I mindre grad" NA TRUE NA NA
NA 4252.23518107817 47.0293061062755 "non_stratified" "s_166" "Ja, i høj grad" NA TRUE NA NA
NA 2750.62562590493 30.4216509754874 "non_stratified" "s_166" "Ja, i meget høj grad" NA TRUE NA NA
NA 1565.02382292676 17.3090107432332 "non_stratified" "s_166" "Ja, i nogen grad" NA TRUE NA NA
NA 103.923749271146 1.14938652451141 "non_stratified" "s_166" "Nej, slet ikke" NA TRUE NA NA
NA 102.751870868194 1.13642566374411 "non_stratified" "s_166" "Ved ikke" NA TRUE NA NA
NA 448.560530461161 4.96551162974563 "non_stratified" "s_167" "I mindre grad" NA TRUE NA NA
NA 3809.76481738335 42.1736426249183 "non_stratified" "s_167" "Ja, i høj grad" NA TRUE NA NA
NA 2302.8044528394 25.4917709318924 "non_stratified" "s_167" "Ja, i meget høj grad" NA TRUE NA NA
NA 2006.19316576842 22.2083193229187 "non_stratified" "s_167" "Ja, i nogen grad" NA TRUE NA NA
NA 273.38344116941 3.02632212225842 "non_stratified" "s_167" "Nej, slet ikke" NA TRUE NA NA
NA 192.814484245341 2.13443336826656 "non_stratified" "s_167" "Ved ikke" NA TRUE NA NA
NA 829.931334039822 8.86963058715211 "non_stratified" "s_231" "Min behandling blev udsat eller aflyst" NA TRUE NA NA
NA 631.257753904699 6.74636907026503 "non_stratified" "s_231" "Ventetiden til en behandling var meget lang og/eller behandlingsgarantien blev ikke overholdt" NA TRUE NA NA
NA 258.004234182006 2.75733925597954 "non_stratified" "s_231" "Jeg blev fejlbehandlet (f.eks. forkert operation eller medicin)" NA TRUE NA NA
NA 164.641797355577 1.75955752223551 "non_stratified" "s_231" "Der var fejl i min journal eller vigtig information om mit sygdomsforløb manglede (f.eks. journal, prøvesvar e.l.)" NA TRUE NA NA
NA 423.053099513565 4.52124718941504 "non_stratified" "s_231" "Der opstod alvorlige komplikationer under/efter operation" NA TRUE NA NA
NA 1087.38664897208 11.6211034409755 "non_stratified" "s_231" "Andre fejl eller utilsigtede hændelser - skriv venligst" NA TRUE NA NA
NA 6238.80324623006 66.6752511085824 "non_stratified" "s_231" "Nej, jeg har ikke oplevet fejl eller utilsigtede hændelser" NA TRUE NA NA
NA 7573.90203503511 84.0214044430855 "non_stratified" "s_19" "Ja" NA TRUE NA NA
NA 1440.35104159077 15.9785955569145 "non_stratified" "s_19" "Nej" NA TRUE NA NA
NA 782.340221435456 10.3371133347989 "non_stratified" "s_229" "I mindre grad" NA TRUE NA NA
NA 4267.43046482821 56.3858423159724 "non_stratified" "s_229" "Ja, i høj grad" NA TRUE NA NA
NA 2032.4677504544 26.8551314506384 "non_stratified" "s_229" "Ja, i nogen grad" NA TRUE NA NA
NA 327.734608321741 4.33037915875229 "non_stratified" "s_229" "Nej, slet ikke" NA TRUE NA NA
NA 158.2928343889 2.09153373983802 "non_stratified" "s_229" "Ved ikke" NA TRUE NA NA
NA 819.035703252984 10.824379402558 "non_stratified" "s_230" "I mindre grad" NA TRUE NA NA
NA 3621.30540670353 47.8591879438324 "non_stratified" "s_230" "Ja, i høj grad" NA TRUE NA NA
NA 2413.86981642374 31.9017139516358 "non_stratified" "s_230" "Ja, i nogen grad" NA TRUE NA NA
NA 272.64422056776 3.60326720021944 "non_stratified" "s_230" "Nej, slet ikke" NA TRUE NA NA
NA 439.72832904722 5.81145150175434 "non_stratified" "s_230" "Ved ikke" NA TRUE NA NA
NA 402.161296763126 4.52653097003584 "non_stratified" "s_187" "I mindre grad" NA TRUE NA NA
NA 6943.93004938384 78.1574822721241 "non_stratified" "s_187" "Ja, i høj grad" NA TRUE NA NA
NA 1087.59096249906 12.2413922326861 "non_stratified" "s_187" "Ja, i nogen grad" NA TRUE NA NA
NA 127.126869383263 1.43087789903856 "non_stratified" "s_187" "Jeg har ingen pårørende" NA TRUE NA NA
NA 248.665125242811 2.79885309610587 "non_stratified" "s_187" "Nej, slet ikke" NA TRUE NA NA
NA 75.0622088008892 0.844863530009572 "non_stratified" "s_187" "Ved ikke" NA TRUE NA NA
NA 802.115131440492 9.17120985227134 "non_stratified" "s_238" "I mindre grad" NA TRUE NA NA
NA 4333.80324476689 49.5517631550382 "non_stratified" "s_238" "Ja, i høj grad" NA TRUE NA NA
NA 1970.90350283077 22.5348817327213 "non_stratified" "s_238" "Ja, i nogen grad" NA TRUE NA NA
NA 1173.53545703567 13.417949024633 "non_stratified" "s_238" "Nej, slet ikke" NA TRUE NA NA
NA 465.654851640324 5.32419623533623 "non_stratified" "s_238" "Ved ikke" NA TRUE NA NA
NA 5987.55203916853 68.5169690494619 "non_stratified" "s_239" "Ja" NA TRUE NA NA
NA 2751.23504122051 31.4830309505381 "non_stratified" "s_239" "Nej" NA TRUE NA NA
NA 465.088341657553 7.77997777262228 "non_stratified" "s_66" "I mindre grad" NA TRUE NA NA
NA 3420.38465471592 57.2160473699891 "non_stratified" "s_66" "Ja, i høj grad" NA TRUE NA NA
NA 1674.92521720076 28.0180769833641 "non_stratified" "s_66" "Ja, i nogen grad" NA TRUE NA NA
NA 182.478014717495 3.05248438056885 "non_stratified" "s_66" "Nej, slet ikke" NA TRUE NA NA
NA 235.14010093478 3.93341349345568 "non_stratified" "s_66" "Ved ikke" NA TRUE NA NA
NA 688.564162011089 7.77560612158125 "non_stratified" "s_68" "I mindre grad" NA TRUE NA NA
NA 4667.64699419879 52.7093719711888 "non_stratified" "s_68" "Ja, i høj grad" NA TRUE NA NA
NA 2846.34363453021 32.142316155601 "non_stratified" "s_68" "Ja, i nogen grad" NA TRUE NA NA
NA 276.800959075935 3.12577294985001 "non_stratified" "s_68" "Jeg har ikke været i medicinsk behandling for min hjertesygdom" NA TRUE NA NA
NA 277.695693430146 3.13587673146634 "non_stratified" "s_68" "Nej, slet ikke" NA TRUE NA NA
NA 98.3889075706634 1.11105607031262 "non_stratified" "s_68" "Ved ikke" NA TRUE NA NA
NA 3076.9939721341 36.0327398601629 "non_stratified" "s_70" "Ja" NA TRUE NA NA
NA 5462.44539349674 63.9672601398371 "non_stratified" "s_70" "Nej" NA TRUE NA NA
NA 401.470235095836 12.9976017451751 "non_stratified" "s_72" "I mindre grad" NA TRUE NA NA
NA 1337.05249474015 43.287084121882 "non_stratified" "s_72" "Ja, i høj grad" NA TRUE NA NA
NA 824.694012130931 26.6994745668994 "non_stratified" "s_72" "Ja, i nogen grad" NA TRUE NA NA
NA 336.044661000546 10.8794483138577 "non_stratified" "s_72" "Jeg har ikke henvendt mig til en læge på grund af bivirkninger" NA TRUE NA NA
NA 141.917479479446 4.59457941760631 "non_stratified" "s_72" "Nej, slet ikke" NA TRUE NA NA
NA 47.6235210031692 1.5418118345795 "non_stratified" "s_72" "Ved ikke" NA TRUE NA NA
NA 1025.88084476545 53.0520672179536 "non_stratified" "s_172" "Jeg havde ikke behov for det" NA TRUE NA NA
NA 199.426461489466 10.3130749481893 "non_stratified" "s_172" "Jeg havde ikke lyst" NA TRUE NA NA
NA 496.885532553881 25.6957762757567 "non_stratified" "s_172" "Jeg ville hellere selv finde en måde at komme mig på" NA TRUE NA NA
NA 143.231391648573 7.40702144526199 "non_stratified" "s_172" "Tidspunktet på dagen passede mig ikke" NA TRUE NA NA
NA 93.2632523255176 4.82298539502371 "non_stratified" "s_172" "På grund af transport og/eller økonomi" NA TRUE NA NA
NA 0 0 "non_stratified" "s_172" "På grund af barrierer i forhold til sprog, religion/kultur o.l." NA TRUE NA NA
NA 155.338192705503 8.03310860415959 "non_stratified" "s_172" "Andre årsager - skriv venligst" NA TRUE NA NA
NA 1179.06326102682 26.7392953847244 "non_stratified" "s_45" "0-2 uger" NA TRUE NA NA
NA 1340.78069655647 30.4067917951559 "non_stratified" "s_45" "3-5 uger" NA TRUE NA NA
NA 817.588941544507 18.5416278615991 "non_stratified" "s_45" "6-8 uger" NA TRUE NA NA
NA 589.739908076244 13.3743710990349 "non_stratified" "s_45" "9 eller flere uger" NA TRUE NA NA
NA 227.165977239775 5.1517661244775 "non_stratified" "s_45" "Jeg har ikke modtaget fysisk træning" NA TRUE NA NA
NA 255.138892744308 5.78614773500808 "non_stratified" "s_45" "Ved ikke" NA TRUE NA NA
NA 790.899674956499 8.9832816378144 "non_stratified" "s_47" "Ja, men jeg er holdt op" NA TRUE NA NA
NA 620.13721351199 7.04370910681441 "non_stratified" "s_47" "Ja, og jeg ryger stadig dagligt" NA TRUE NA NA
NA 342.003654309211 3.88458264063687 "non_stratified" "s_47" "Ja, og jeg ryger stadig lejlighedsvist" NA TRUE NA NA
NA 7051.0881358476 80.0884266147343 "non_stratified" "s_47" "Nej" NA TRUE NA NA
NA 893.664992942572 93.0074883453142 "non_stratified" "s_203" "Ja" NA TRUE NA NA
NA 67.1877392854087 6.99251165468582 "non_stratified" "s_203" "Nej" NA TRUE NA NA
NA 343.462676882244 35.7456106812371 "non_stratified" "s_241" "Ja, men jeg ønskede ikke rådgivning" NA TRUE NA NA
NA 238.861267293216 24.8593004194676 "non_stratified" "s_241" "Ja, og jeg fik rådgivning" NA TRUE NA NA
NA 312.775227632473 32.5518382933901 "non_stratified" "s_241" "Nej" NA TRUE NA NA
NA 65.7535604200473 6.84325060590514 "non_stratified" "s_241" "Ved ikke" NA TRUE NA NA
NA 1566.9456934371 17.835698465537 "non_stratified" "s_49" "I mindre grad" NA TRUE NA NA
NA 480.617950420256 5.47061514430473 "non_stratified" "s_49" "Ja, i høj grad" NA TRUE NA NA
NA 1264.34726053495 14.3913835617139 "non_stratified" "s_49" "Ja, i nogen grad" NA TRUE NA NA
NA 4893.55848228929 55.700739265656 "non_stratified" "s_49" "Nej, slet ikke" NA TRUE NA NA
NA 579.976815298277 6.60156356278835 "non_stratified" "s_49" "Ved ikke" NA TRUE NA NA
NA 3124.81779925917 35.5669481995675 "non_stratified" "s_205" "Ja" NA TRUE NA NA
NA 5660.91715254411 64.4330518004325 "non_stratified" "s_205" "Nej" NA TRUE NA NA
NA 165.692069471904 5.34506801499539 "non_stratified" "s_81" "Ja, jeg blev fyret" NA TRUE NA NA
NA 196.118786509532 6.32660486559712 "non_stratified" "s_81" "Ja, jeg har måttet stoppe med at arbejde i en periode" NA TRUE NA NA
NA 182.297394925198 5.8807399650282 "non_stratified" "s_81" "Ja, jeg er holdt op med at arbejde pga. min hjertesygdom" NA TRUE NA NA
NA 107.524921400303 3.46865133632184 "non_stratified" "s_81" "Ja, jeg har skiftet arbejde/karrierevej" NA TRUE NA NA
NA 218.640704083468 7.05314043030153 "non_stratified" "s_81" "Ja, jeg har valgt at gå ned i tid" NA TRUE NA NA
NA 89.2589853046772 2.87940967195097 "non_stratified" "s_81" "Ja, jeg er kommet i fleksjob" NA TRUE NA NA
NA 12.2558059865858 0.395360603471711 "non_stratified" "s_81" "Ja, den fysiske indretning af arbejdspladsen er blevet ændret/jeg har fået hjælpemidler" NA TRUE NA NA
NA 133.379507256632 4.30269559892339 "non_stratified" "s_81" "Ja, jeg har fået andre arbejdsopgaver end tidligere" NA TRUE NA NA
NA 300.535514684224 9.69498885510155 "non_stratified" "s_81" "Jeg er holdt op med at arbejde, men ikke pga. min hjertesygdom" NA TRUE NA NA
NA 1747.65227259833 56.3775942528335 "non_stratified" "s_81" "Nej, min arbejdssituation er den samme" NA TRUE NA NA
NA 351.519876525897 11.2492919302122 "non_stratified" "s_81" "Andet ? skriv venligst" NA TRUE NA NA
NA 1579.89961993135 50.8431847414219 "non_stratified" "s_206" "Ja, men jeg er tilbage i arbejde" NA TRUE NA NA
NA 216.737036275271 6.97487424937204 "non_stratified" "s_206" "Ja, og jeg er stadig sygemeldt" NA TRUE NA NA
NA 1310.76038818861 42.1819410092061 "non_stratified" "s_206" "Nej" NA TRUE NA NA
NA 224.509698186776 14.2303172386467 "non_stratified" "s_242" "I mindre grad" NA TRUE NA NA
NA 555.850312727512 35.2320026760401 "non_stratified" "s_242" "Ja, i høj grad" NA TRUE NA NA
NA 734.695655746148 46.567931539534 "non_stratified" "s_242" "Ja, i nogen grad" NA TRUE NA NA
NA 62.6301601674656 3.96974854577923 "non_stratified" "s_242" "Nej, slet ikke" NA TRUE NA NA
NA 894.415388725083 50.2150011370565 "non_stratified" "s_84" "For at komme tilbage til den hverdag jeg havde, før jeg blev syg" NA TRUE NA NA
NA 769.840463255699 43.2210136644007 "non_stratified" "s_84" "Jeg følte mig fysisk klar til at vende tilbage til arbejdet" NA TRUE NA NA
NA 623.779742847157 35.0207530988385 "non_stratified" "s_84" "Jeg følte mig psykisk klar til at vende tilbage til arbejdet" NA TRUE NA NA
NA 482.875231844493 27.1099766638526 "non_stratified" "s_84" "Jeg havde behov for at føle, at jeg kunne bidrage og være til nytte" NA TRUE NA NA
NA 284.133910318412 15.952078653357 "non_stratified" "s_84" "For at få tankerne væk fra min hjertesygdom" NA TRUE NA NA
NA 169.713414688574 9.52818949560801 "non_stratified" "s_84" "Jeg var bange for at miste mit arbejde" NA TRUE NA NA
NA 246.993424912881 13.8669071095981 "non_stratified" "s_84" "Jeg følte, at jeg var nødt til det" NA TRUE NA NA
NA 134.004420746613 7.45862666687138 "non_stratified" "s_84" "Andet - skriv gerne:" NA TRUE NA NA
NA 225.316198654166 12.5409997550587 "non_stratified" "s_85" "Ja, jeg har følt mig presset af jobcenteret (kommunen)" NA TRUE NA NA
NA 108.690396517455 6.04965929766463 "non_stratified" "s_85" "Ja, jeg har følt mig presset af min arbejdsgiver" NA TRUE NA NA
NA 0 0 "non_stratified" "s_85" "Ja, jeg har følt mig presset af mine kolleger" NA TRUE NA NA
NA 9.0390753145714 0.503110925814923 "non_stratified" "s_85" "Ja, jeg har følt mig presset af mine pårørende" NA TRUE NA NA
NA 167.18491692986 9.30543837855624 "non_stratified" "s_85" "Ja, jeg har følt mig presset af økonomiske årsager" NA TRUE NA NA
NA 77.1065963725015 4.29171897980211 "non_stratified" "s_85" "Ja, jeg har følt mig presset af andre årsager, skriv gerne:" NA TRUE NA NA
NA 1098.91077776888 61.1648868441265 "non_stratified" "s_85" "Nej, jeg har ikke følt mig presset" NA TRUE NA NA
NA 136.036324259007 8.64030274791759 "non_stratified" "s_87" "Ja, men jeg fik ikke professionel rådgivning" NA TRUE NA NA
NA 139.913401942416 8.88655407192478 "non_stratified" "s_87" "Ja, og jeg fik professionel rådgivning" NA TRUE NA NA
NA 1298.48959876081 82.4731431801576 "non_stratified" "s_87" "Nej" NA TRUE NA NA
NA 196.803120885389 12.5467807838456 "non_stratified" "s_89" "I mindre grad" NA TRUE NA NA
NA 584.120230722327 37.2393915976077 "non_stratified" "s_89" "Ja, i høj grad" NA TRUE NA NA
NA 278.582554056623 17.7604614206693 "non_stratified" "s_89" "Ja, i nogen grad" NA TRUE NA NA
NA 349.753835324214 22.2978410117679 "non_stratified" "s_89" "Nej, slet ikke" NA TRUE NA NA
NA 159.294968589062 10.1555251861095 "non_stratified" "s_89" "Ved ikke" NA TRUE NA NA
NA 120.171788911361 1.36613053356214 "non_stratified" "s_94" "Ja, den er bedre end før" NA TRUE NA NA
NA 750.377479893718 8.53040132186384 "non_stratified" "s_94" "Ja, den er dårligere end før" NA TRUE NA NA
NA 7662.01067772697 87.1028619124797 "non_stratified" "s_94" "Nej, den er ikke ændret" NA TRUE NA NA
NA 263.948583148294 3.00060623209428 "non_stratified" "s_94" "Ved ikke" NA TRUE NA NA
NA 304.265363262469 8.24796442767503 "non_stratified" "s_207" "Ja, men jeg fik ikke professionel rådgivning" NA TRUE NA NA
NA 393.274018487709 10.6607931972109 "non_stratified" "s_207" "Ja, og jeg fik professionel rådgivning" NA TRUE NA NA
NA 2991.43583062518 81.0912423751141 "non_stratified" "s_207" "Nej" NA TRUE NA NA
NA 1841.84039416482 19.6840909924636 "non_stratified" "s_262" "Calcium" NA TRUE NA NA
NA 3038.92308155888 32.4775364065286 "non_stratified" "s_262" "D-vitamin" NA TRUE NA NA
NA 473.65450725604 5.06203384905461 "non_stratified" "s_262" "E-vitamin" NA TRUE NA NA
NA 32.0005188759049 0.34199549936844 "non_stratified" "s_262" "Efedrin" NA TRUE NA NA
NA 785.002128450076 8.38946380731085 "non_stratified" "s_262" "Fibertilskud f.eks. HUSK/loppefrøskaller" NA TRUE NA NA
NA 1895.28937811295 20.2553102288442 "non_stratified" "s_262" "Fiskeolie" NA TRUE NA NA
NA 78.0190969633126 0.833804605785108 "non_stratified" "s_262" "Ginkgo biloba" NA TRUE NA NA
NA 101.942738829738 1.08948101773793 "non_stratified" "s_262" "Ginseng" NA TRUE NA NA
NA 416.969108623518 4.45622644676198 "non_stratified" "s_262" "Hvidløg" NA TRUE NA NA
NA 16.7598654960631 0.179115800962522 "non_stratified" "s_262" "Hvidtjørn" NA TRUE NA NA
NA 661.483313008478 7.06939524429281 "non_stratified" "s_262" "Ingefær" NA TRUE NA NA
NA 706.941491613317 7.55521525716914 "non_stratified" "s_262" "Jern" NA TRUE NA NA
NA 140.081677486709 1.497078951445 "non_stratified" "s_262" "K-vitamin" NA TRUE NA NA
NA 24.1613747084107 0.258217107068619 "non_stratified" "s_262" "L-carnitin" NA TRUE NA NA
